異動,藥品代號,藥品英文名稱,藥品中文名稱,規格量,規格單位,單複方,參考價,有效起日,有效迄日,製造廠名稱,劑型,成份,ATC_CODE,
,A006823100,CHLORPROPAMIDE TABLETS ”RSPP”,氯普魯爬麥的錠,0,,單方,0.84,1030701,9991231,榮民製藥股份有限公司,錠劑,CHLORPROPAMIDE,A10BB02,
,A006865100,CLOFIBRATE CAPSULES ”HON TEN”,去膽固膠囊,0,,單方,1.09,1030701,9991231,豐田藥品股份有限公司,膠囊劑,CLOFIBRATE,C10AB01,
,A006943100,TETOCYN CAPSULES,特得素膠囊,0,,單方,0.82,1030701,9991231,信東生技股份有限公司,膠囊劑,TETRACYCLINE (HCL),J01AA07,
,A006984100,METHYLTESTOSTERONE TABLETS 10MG ”VPP”,”榮民”甲基睪丸素錠１０毫克,0,,單方,1.62,1030701,9991231,榮民製藥股份有限公司,錠劑,METHYLTESTOSTERONE,G03BA02,
,A006987100,RIRITON S.C. TABLETS,力利頓糖衣錠,0,,單方,0.41,1030701,9991231,生達化學製藥股份有限,糖衣錠,BENZYDAMINE HCL,M01AX07,
,A007037100,CERIATIN TABLETS,施力阿進錠,0,,單方,0.7,1030701,9991231,聯亞藥業股份有限公司,錠劑,CYPROHEPTADINE HCL,R06AX02,
,A007038100,PROMIN TABLETS,博樂眠錠,0,,單方,0.69,1030701,9991231,生達化學製藥股份有限,錠劑,PROCHLORPERAZINE ((DI)MALEATE),N05AB04,
,A007067100,POLUN S.C. TABLETS ”J.S.”,博隆糖衣錠,0,,單方,0.62,1030701,9991231,人生製藥股份有限公司,糖衣錠,METOCLOPRAMIDE (2HCL MONOHYDRATE),A03FA01,
,A007213100,AMINOPHYLLINE TABLETS ”BEYDAR”,氨基非林錠,0,,單方,0.67,1030701,9991231,長安化學工業股份有限,錠劑,AMINOPHYLLINE (=COROPHYLLIN),R03DA05,
,A007243100,EPHEDRINE HCL TABLETS 25MG ”VPP”,鹽酸麻黃素錠２５公絲,0,,單方,0.56,1030701,9991231,榮民製藥股份有限公司,錠劑,EPHEDRINE HCL,R03CA02,
,A007264100,BETAMETHASONE TABLETS,威達美塞鬆錠,0,,單方,0.75,1030701,9991231,大安化學製藥股份有限,錠劑,BETAMETHASONE,H02AB01,
,A007266100,FUNINTAN S.C. TABLETS ”J.S.”,復您膽糖衣錠,0,,單方,0.83,1040801,9991231,人生製藥股份有限公司,糖衣錠,ANETHOLE TRITHIONE,A16AX02,
,A007362100,CHINACAN TABLETS,卿納康錠,0,,單方,0.89,1030701,9991231,華樺生技藥品股份有限,錠劑,TRIAMCINOLONE,H02AB08,
,A007443323,PARACORT OINTMENT,濕膚克寧軟膏,6,GM,單方,25.7,1120401,9991231,華琳實業有限公司,軟膏劑,FLUOCINOLONE ACETONIDE,D07AC04,
,A007443329,PARACORT OINTMENT,濕膚克寧軟膏,10,GM,單方,38.7,1030701,9991231,華琳實業有限公司,軟膏劑,FLUOCINOLONE ACETONIDE,D07AC04,
,A007544221,CHLORPROMAZINE HCL 125MG/5ML ”VPP”,鹽酸氯普魯麻淨注射劑１２５公絲／５公撮,5,ML,單方,3.64,890401,9991231,榮民製藥股份有限公司,注射劑,CHLORPROMAZINE HCL,N05AA01,
,A007679100,RESPLAMIN TABLETS,止癆血錠,0,,單方,1.58,920301,9991231,杏林新生製藥股份有限,錠劑,AMINOCAPROIC ACID EPSILON-,B02AA01,
,A007681229,DEXASON INJECTION 2MG/ML ”LITA”,得舒爽注射液２公絲／公撮,10,ML,單方,16.8,1091001,9991231,利達製藥股份有限公司,注射劑,DEXAMETHASONE SODIUM PHOSPHATE,H02AB02,
,A007786100,BACIDIM TABLETS ”CHI SHENG”,”濟生”汎西丁錠,0,,複方,0.9,1030701,9991231,濟生醫藥生技股份有限,錠劑,SULFAMETHOXAZOLE+TRIMETHOPRIM,J01EE01,
,A007822100,AMOXICILLIN CAPSULES ”PANBIOTIC”,安美西林膠囊,0,,單方,0.99,1030701,9991231,臺灣汎生製藥廠股份有,膠囊劑,AMOXYCILLIN (TRIHYDRATE),J01CA04,
,A007828277,LACTATED RINGER'S INJECTION ”ASTAR”,乳酸林格爾注射液,500,ML,複方,21.1,1030701,9991231,安星製藥股份有限公司,注射劑,CALCIUM CHLORIDE+POTASSIUM CHLORIDE+SODIUM CHLORIDE+SODIUM LACTATE,B05BB01,
,A0079441G0,DETTACKS S.C. TABLETS 10 MG ”F.Y.”(瓶裝/84粒/瓶),得達息糖衣錠１０公絲(瓶裝/84粒/瓶),0,,單方,1.5,970601,9991231,福元化學製藥股份有限,糖衣錠,SCOPOLAMINE HBR,A03BB01,
,A007976100,RIKAPARIN CAPSULES,利卡巴林膠囊,0,,單方,1.27,1060401,9991231,東生華製藥股份有限公,膠囊劑,TRANEXAMIC ACID,B02AA02,
,A008061100,WINCOU TABLETS,溫克咳錠,0,,單方,0.23,1080401,9991231,瑞士藥廠股份有限公司,錠劑,BROMHEXINE HCL,R05CB02,
,A008165100,WATOLIN TABLETS 8MG ”TF”,”大豐”化痰淨錠８毫克,0,,單方,0.23,1080401,9991231,大豐製藥股份有限公司,錠劑,BROMHEXINE HCL,R05CB02,
,A008192100,BROMOCIX TABLETS,痰必清錠,0,,單方,0.26,1110101,9991231,衛肯生技製藥股份有限,錠劑,BROMHEXINE HCL,R05CB02,
,A008355100,GASLAN TABLETS ”CHINTENG”,加斯朗錠,0,,單方,0.35,1091001,9991231,井田國際醫藥廠股份有,錠劑,DIMETHICONE (=DIMETHYLPOLYSILOXANE=POLYMETHYL SILOXANE),A03AX13,
,A008534209,SCOBTIN INJECTION,舒可補痙注射液,1,ML,單方,9.2,1030701,9991231,永豐化學工業股份有限,注射劑,SCOPOLAMINE BROMOBUTYLATE,A03BB01,
,A008541100,TONPHEN TABLETS,專爽錠,0,,單方,0.25,1030701,9991231,衛肯生技製藥股份有限,錠劑,ACETAMINOPHEN (=PARACETAMOL),N02BE01,
,A008606100,HISTANTI F.C. TABLETS,千敏康錠,0,,複方,0.89,1030701,9991231,回春堂製藥廠股份有限,膜衣錠,BROMPHENIRAMINE MALEATE+CAFFEINE ANHYDROUS+PSEUDOEPHEDRINE HCL,R01BA51,
,A008645417,PZULEN EYE OINTMENT ”OASIS”,比視朗眼藥膏,3.5,GM,複方,15.5,860601,9991231,綠洲化學工業有限公司,點眼膏劑,AZULENE+PREDNISOLONE,S01CB02,
,A008676100,BENTEA ”JENN MAW”,免涕膠囊,0,,複方,0.72,951001,9991231,振貿股份有限公司,膠囊劑,CHLORPHENIRAMINE MALEATE+METHYLEPHEDRINE HCL,R01BA51,
,A008743100,COYENLIN TABLETS ”S.C.”,可炎寧錠,0,,複方,0.9,1030701,9991231,健喬信元醫藥生技股份,錠劑,SULFAMETHOXAZOLE+TRIMETHOPRIM,J01EE01,
,A008883100,METHYLTESTOSTERONE CAPSULES ”Y.S.”,甲基荷爾蒙膠囊,0,,單方,1.62,1030701,9991231,臺灣陽生製藥工業股份,膠囊劑,METHYLTESTOSTERONE,G03BA02,
,A008896100,WINTYL TABLETS ”WINSTON”,穩治寧錠,0,,複方,1,960901,9991231,溫士頓醫藥股份有限公,錠劑,DICYCLOMINE HCL+PHENOBARBITAL,A03CC,
,A008907100,ASVERIN TABLETS 20MG,安嗽寧錠２０毫克,0,,單方,0.77,1110101,9991231,台灣田邊製藥股份有限,錠劑,TIPEPIDINE HIBENZATE,R05DB24,
,A008924321,SUFUCIN OINTMENT ”S.T.”,舒膚欣軟膏,5,GM,複方,28,920301,9991231,信東生技股份有限公司,軟膏劑,CROTAMITON+DEXAMETHASONE,D07XB05,
,A009038100,BISCO TABLETS 8MG,必舒咳錠８毫克,0,,單方,0.24,1110101,9991231,生達化學製藥股份有限,錠劑,BROMHEXINE HCL,R05CB02,
,A009104100,APAP TABLETS,益庇益庇錠,0,,單方,0.2,1001201,9991231,強生化學製藥廠股份有,錠劑,ACETAMINOPHEN (=PARACETAMOL),N02BE01,
,A009106100,BROMINE TABLETS ”YUNG SHIN”,輔樂敏錠,0,,單方,0.25,1110101,9991231,永信藥品工業股份有限,錠劑,BROMPHENIRAMINE MALEATE,R06AB01,
,A009111100,SOLCON TABLETS 8MG,莎而可錠８公絲,0,,單方,0.26,1110101,9991231,強生化學製藥廠股份有,錠劑,BROMHEXINE HCL,R05CB02,
,A009138100,POINSTAN CAPSULES,波音斯達膠囊,0,,單方,0.75,1030701,9991231,興中美生技有限公司,膠囊劑,MEFENAMIC ACID,M01AG01,
,A009255100,GERSCON TABLETS ”C.L.”,”嘉林” 格思康錠,0,,單方,0.35,1091001,9991231,嘉林藥品有限公司,錠劑,DIMETHICONE (=DIMETHYLPOLYSILOXANE=POLYMETHYL SILOXANE),A03AX13,
,A009300100,BETAMETHASONE TABLETS ”Y.S.”,”陽生” 必克酸痛錠,0,,單方,0.75,1030701,9991231,臺灣陽生製藥工業股份,錠劑,BETAMETHASONE,H02AB01,
,A009367100,AETHOCAF CAPSULES,研醫康膠囊,0,,複方,0.77,1001201,9991231,明德製藥股份有限公司,膠囊劑,ACETAMINOPHEN (=PARACETAMOL)+CAFFEINE+CHLORPHENIRAMINE MALEATE+ETHENZAMIDE (=ETHOXYBENZAMIDE)+RIBOFLAVIN (=VIT B2)+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE),R05X,
,A009369100,BISACODYL S.C. TABLETS ”HONTEN”,泌塞可利爾糖衣錠,0,,單方,0.4,840301,9991231,豐田藥品股份有限公司,糖衣錠,BISACODYL,A06AB02,
,A009397100,MIRACLIN CAPSULES ”Y.S.”,”陽生” 永樂喜膠囊,0,,單方,1.21,1040401,9991231,臺灣陽生製藥工業股份,膠囊劑,DOXYCYCLINE (HCL),J01AA02,
,A009480100,RAMIN CAPSULES 25MG,豐樂敏膠囊２５公絲,0,,單方,0.43,860401,9991231,豐田藥品股份有限公司,膠囊劑,DIPHENHYDRAMINE HCL,R06AA02,
,A009486417,NEOSONE OPHTHALMIC OINTMENT,點多好眼藥膏,3.5,GM,複方,43.8,1030701,9991231,三友生技醫藥股份有限,軟膏劑,BETAMETHASONE SODIUM PHOSPHATE+NEOMYCIN (SULFATE),S01CA05,
,A009616100,GLANEGA TABLETS ”MEIDER”,革炎寧錠,0,,單方,2.22,1080401,9991231,明德製藥股份有限公司,錠劑,NALIDIXIC ACID,J01MB02,
,A009632100,BAKRIN TABLETS,別炎淨錠,0,,複方,0.9,1030701,9991231,豐田藥品股份有限公司,錠劑,SULFAMETHOXAZOLE+TRIMETHOPRIM,J01EE01,
,A009691100,PUKAMIN TABLETS ”CHINTENG”,普克敏錠,0,,單方,0.25,1110101,9991231,井田國際醫藥廠股份有,錠劑,BROMPHENIRAMINE MALEATE,R06AB01,
,A009705100,NADON CAPSULES,耐頓膠囊,0,,單方,2.22,1080401,9991231,健喬信元醫藥生技股份,膠囊劑,NALIDIXIC ACID,J01MB02,
,A0099151G0,METASONE TABLETS ”H.S.”,”華興”美他爽錠,0,,單方,1.5,991101,9991231,華興化學製藥廠股份有,錠劑,BETAMETHASONE,H02AB01,
,A009983100,CYASIN S.C. TABLETS,即安心糖衣錠,0,,單方,0.9,1030701,9991231,豐田藥品股份有限公司,糖衣錠,DIPYRIDAMOLE,B01AC07,
,A0099831G0,CYASIN S.C. TABLETS(鋁箔/膠箔),即安心糖衣錠,0,,單方,1.5,970801,9991231,豐田藥品股份有限公司,糖衣錠,DIPYRIDAMOLE,B01AC07,
,A010079100,CARBETIN TABLETS,嘉貝津錠,0,,單方,0.42,1080401,9991231,強生化學製藥廠股份有,錠劑,CARBETAPENTANE CITRATE,R05DB05,
,A0102071G0,INDECIN CAPSULES ”H.S.”,”華興”因樂新膠囊,0,,單方,1.5,990501,9991231,華興化學製藥廠股份有,膠囊劑,INDOMETHACIN,M01AB01,
,A010211100,BRONCOMINE TABLETS ”HONTEN”,布隆克敏錠,0,,單方,0.23,1110101,9991231,豐田藥品股份有限公司,錠劑,BROMPHENIRAMINE MALEATE,R06AB01,
,A010213100,CEPHALEXIN CAPSULES 250 MG ”CHI SHENG”,”濟生”福信黴素膠囊２５０公絲,0,,單方,1.13,1050401,9991231,濟生醫藥生技股份有限,膠囊劑,CEPHALEXIN (MONOHYDRATE),J01DB01,
,A010256100,HUA PAM TABLETS ”H.H.”,華伴錠,0,,單方,0.8,1030701,9991231,華興化學製藥廠股份有,錠劑,DIAZEPAM,N05BA01,
,A010376421,DECANEOMYCIN OPHTHALMIC SOLUTION,”聯邦”力確新黴素點眼液,5,ML,複方,12,1110101,9991231,聯邦化學製藥股份有限,點眼液劑,DEXAMETHASONE PHOSPHATE (SODIUM)+NEOMYCIN SULFATE,S01CA01,
,A010381316,PATRONCORT-F OINTMENT ”PATRON”,皮特康癒膚軟膏,3,GM,複方,17.3,1001201,9991231,臺灣派頓化學製藥股份,軟膏劑,FLUOCINOLONE ACETONIDE+NEOMYCIN (SULFATE),D07CC02,
,A010382100,PATOCILLIN CAPSULES ”PATRON”,派立黴素膠囊,0,,複方,1.88,1070501,9991231,臺灣派頓化學製藥股份,膠囊劑,AMPICILLIN (TRIHYDRATE)+CLOXACILLIN (SODIUM),J01CR50,
,A010416100,ENTERCON TABLETS,應得而康錠,0,,單方,0.28,840301,9991231,健喬信元醫藥生技股份,錠劑,DIMETHICONE (=DIMETHYLPOLYSILOXANE=POLYMETHYL SILOXANE),A03AX13,
,A0104461G0,ANZUWEI CAPSULES ”H.H.”,”華興”安滋胃膠囊,0,,單方,1.5,990801,9991231,華興化學製藥廠股份有,膠囊劑,GUAIAZULENE SODIUM SULFONATE,A02BX93,
,A010479100,PONPAI CAPSULES,澎湃膠囊,0,,複方,0.6,1001201,9991231,富邦藥品有限公司,膠囊劑,ACETAMINOPHEN (=PARACETAMOL)+ASCORBIC ACID (=VIT C)+CAFFEINE ANHYDROUS+CHLORPHENIRAMINE MALEATE+METHYLEPHEDRINE DL- HCL+SALICYLAMIDE,R05X,
,A010482100,BENZEL CAPSULES ”YUNG CHI”,敏治樂膠囊,0,,複方,0.54,890401,9991231,永吉製藥股份有限公司,膠囊劑,CHLORPHENIRAMINE MALEATE+GLYCYRRHIZIC ACID (=GLYCYRRHETINIC ACID GLYCOSIDE)+OROTIC ACID (=VIT B13),R06AB54,
,A010576100,BROADIN-S TABLETS ”EAYUNG”,”易陽”博爾得寧錠,0,,複方,0.9,1030701,9991231,易陽實業有限公司,錠劑,SULFAMETHOXAZOLE+TRIMETHOPRIM,J01EE01,
,A010648100,PARAFLU CAPSULES ”PANBIOTIC”,汎熱達膠囊,0,,複方,0.25,1001201,9991231,臺灣汎生製藥廠股份有,膠囊劑,ACETAMINOPHEN (=PARACETAMOL)+CHLOPHEDIANOL HCL+DIPHENYLPYRALINE HCL+GUAIACOL GLYCOLATE (=GLYCERYL GUAIACOLATE)+PHENYLEPHRINE HCL,R05X,
,A010683100,ACETANIN TABLETS ”HONTEN”,怡寧錠,0,,單方,0.37,1091001,9991231,豐田藥品股份有限公司,錠劑,ACETAMINOPHEN (=PARACETAMOL),N02BE01,
,A010689100,LICOMINE TABLETS ”WINSTON”,利康敏錠,0,,單方,0.25,1110101,9991231,溫士頓醫藥股份有限公,錠劑,BROMPHENIRAMINE MALEATE,R06AB01,
,A010720209,OGECORT SUSPENDED INJECTIONS ”Y.Y.”,應克達懸濁注射液,1,ML,單方,20.7,1060401,9991231,應元化學製藥股份有限,注射劑,TRIAMCINOLONE (ACETONIDE),H02AB08,
,A010720221,OGECORT SUSPENDED INJECTIONS ”Y.Y.”,應克達懸濁注射液,5,ML,單方,44.4,1030701,9991231,應元化學製藥股份有限,注射劑,TRIAMCINOLONE (ACETONIDE),H02AB08,
,A010747100,SUROATE TABLETS ”HONTEN”,寬喉錠,0,,單方,0.23,1080401,9991231,豐田藥品股份有限公司,錠劑,BROMHEXINE HCL,R05CB02,
,A010777340,NIFUCIN OINTMENT ”PATRON”,耐膚淨軟膏,25,GM,單方,16.2,1001201,9991231,臺灣派頓化學製藥股份,軟膏劑,NITROFURAZONE,D08AF01,
,A010800100,DOXCYCLINE CAPSULES ”TAITEN”,”太田”的士黴素膠囊100毫克,0,,單方,1.21,1040401,9991231,太田藥品股份有限公司,膠囊劑,DOXYCYCLINE (HCL),J01AA02,
,A010823100,TAREIN TABLETS ”YUNG CHI”,達利炎錠,0,,單方,0.5,870201,9991231,永吉製藥股份有限公司,錠劑,IBUPROFEN,M01AE01,
,A010928209,TUDIN INJECTION ”Y.Y.”,吐必定注射液,1,ML,複方,1.75,960301,9991231,應元化學製藥股份有限,注射劑,DIPHENHYDRAMINE HCL+DYPHYLLINE(=DIHYDROXYPROPYL-THEOPHYLLINE),R05DA,
,A011013100,ANTICOLD CAPSULES ”PATRON”,感冒膠囊,0,,複方,0.89,1030701,9991231,臺灣派頓化學製藥股份,膠囊劑,ACETAMINOPHEN (=PARACETAMOL)+CAFFEINE+CHLORPHENIRAMINE MALEATE+ETHENZAMIDE (=ETHOXYBENZAMIDE)+METHYLEPHEDRINE DL- HCL+NOSCAPINE,R05X,
,A011014155,COUGH SYRUP ”PATRON”,咳嗽糖漿,100,ML,複方,25.5,1120401,9991231,臺灣派頓化學製藥股份,糖漿劑,(PURE) SODIUM BENZOATE+CHLORPHENIRAMINE MALEATE+CODEINE PHOSPHATE+PHENYLEPHRINE HCL+POTASSIUM IODIDE,R05FA02,
,A011014157,COUGH SYRUP ”PATRON”,”派頓”咳嗽糖漿,120,ML,複方,25.5,1120401,9991231,臺灣派頓化學製藥股份,糖漿劑,(PURE) SODIUM BENZOATE+CHLORPHENIRAMINE MALEATE+CODEINE PHOSPHATE+PHENYLEPHRINE HCL+POTASSIUM IODIDE,R05FA02,
,A011081321,BENISON CREAM 0.1% ”GENTLE”,必汝爽水溶性軟膏０．１％,5,GM,單方,12.4,1120401,9991231,政德製藥股份有限公司,乳膏劑,BETAMETHASONE (VALERATE),D07AC01,
,A011084100,NORSON TABLETS ”HONTEN”,鼻爽錠,0,,複方,0.4,951001,9991231,豐田藥品股份有限公司,錠劑,CAFFEINE ANHYDROUS+CHLORPHENIRAMINE MALEATE+PHENYLEPHRINE HCL,R01BA51,
,A011093151,COTAINE SYRUP ”HEALTH”,咳得憐糖漿,60,ML,複方,17,1110101,9991231,健康化學製藥股份有限,糖漿劑,CODEINE PHOSPHATE+DIPHENHYDRAMINE HCL+GUAIACOL GLYCERYL ETHER (=GUAIFENESIN)+METHYLEPHEDRINE DL- HCL,R05FA02,
,A011189151,COLISO SYRUP,好利嗽糖漿,60,ML,複方,18.1,1110101,9991231,溫士頓醫藥股份有限公,糖漿劑,AMMONIUM CHLORIDE+CHLORPHENIRAMINE MALEATE+CODEINE PHOSPHATE+EPHEDRINE HCL+POTASSIUM GUAIACOL SULFONATE,R05FA02,
,A011189157,COLISO SYRUP ”WINSTON”,好利嗽糖漿,120,ML,複方,23,1110101,9991231,溫士頓醫藥股份有限公,糖漿劑,AMMONIUM CHLORIDE+CHLORPHENIRAMINE MALEATE+CODEINE PHOSPHATE+EPHEDRINE HCL+POTASSIUM GUAIACOL SULFONATE,R05FA02,
,A011199212,MATOLON INJECTION ”Y.A.”,〝應安〞明特朗注射液,2,ML,單方,7.1,1030701,9991231,豐田藥品股份有限公司,注射劑,METOCLOPRAMIDE 2HCL MONOHYDRATE,A03FA01,
,A0113171G0,ANTI-COUGH TABLETS (瓶裝/56粒/瓶),治咳錠.(瓶裝/56粒/瓶),0,,單方,1.5,970701,9991231,福元化學製藥股份有限,錠劑,DEXTROMETHORPHAN HBR,R05DA09,
,A011341100,GLUVENTIN TABLETS 8MG,勿茗進錠８公絲,0,,單方,0.23,1080401,9991231,約克製藥股份有限公司,錠劑,BROMHEXINE HCL,R05CB02,
,A011479100,CINNARIZINE TABLETS ”JEN SHENG”,循腦利錠,0,,單方,0.69,1030701,9991231,人生製藥股份有限公司,錠劑,CINNARIZINE,N07CA02,
,A011483100,GASTON TABLETS,瓦斯通錠,0,,單方,0.21,890401,9991231,華琳實業有限公司,錠劑,DIMETHICONE (=DIMETHYLPOLYSILOXANE=POLYMETHYL SILOXANE),A03AX13,
,A011564335,WANTACORT CREAM ”W.T.”,萬達康親水性軟膏,15,GM,單方,54,1120401,9991231,萬春藥業股份有限公司,乳膏劑,FLUOCINOLONE ACETONIDE,D07AC04,
,A011703212,SINCOVLIN INJECTION ”ASTAR”,星咳寧注射液,2,ML,複方,6.5,1030701,9991231,安星製藥股份有限公司,注射劑,CHLORPHENIRAMINE MALEATE+DEXTROMETHORPHAN HBR+GUAIACOL GLYCOLATE (=GLYCERYL GUAIACOLATE)+METHOXYPHENAMINE HCL,R05FA02,
,A011706100,MINXLN TABLETS,敏平錠,0,,單方,0.83,1030701,9991231,臺灣陽生製藥工業股份,錠劑,HOMOCHLORCYCLIZINE HCL(=HOMOGININ),R06AE91,
,A0117061G0,MINXLN TABLETS,敏平錠,0,,單方,1.5,990701,9991231,臺灣陽生製藥工業股份,錠劑,HOMOCHLORCYCLIZINE HCL(=HOMOGININ),R06AE91,
,A011762238,SULIVITA INJECTION 100MG,壽利維他注射液１００公絲,20,ML,複方,8,1030701,9991231,壽元化學工業股份有限,注射劑,DEXTROSE+THIAMINE DISULFIDE,A11DA93,
,A011764216,BERINE INJECTION,泊痢注射液,3,ML,單方,5,840301,9991231,安星製藥股份有限公司,注射劑,BERBERINE SULFATE,A07AX91,
,A011786100,COFCON TABLETS 15MG,可扶康錠１５公絲,0,,單方,0.42,870301,9991231,信隆藥品工業股份有限,錠劑,DEXTROMETHORPHAN HBR,R05DA09,
,A011792100,AMOXCIN CAPSULES ”PATRON”,雅莫黴素膠囊,0,,單方,0.99,1030701,9991231,臺灣派頓化學製藥股份,膠囊劑,AMOXYCILLIN (TRIHYDRATE),J01CA04,
,A011794100,HUSCOL CAPSULES ”SHIN FONG”,服舒咳膠囊,0,,複方,0.89,1030701,9991231,振貿股份有限公司,膠囊劑,CHLORPHENIRAMINE MALEATE+CLOPERASTINE HCL+METHYLEPHEDRINE DL- HCL+POTASSIUM GUAIACOLSULFONATE 1/2 H2O,R05FB02,
,A011850155,CONFLU SYRUP,感冒糖漿,100,ML,複方,27.2,920301,9991231,福元化學製藥股份有限,糖漿劑,ACETAMINOPHEN (=PARACETAMOL)+CHLORPHENIRAMINE MALEATE+GUAIACOL GLYCERYL ETHER (=GUAIFENESIN)+METHYLEPHEDRINE DL- HCL+NOSCAPINE HCL,R05X,
,A011921238,CHINLIVITA INJECTION,慶利維他注射液,20,ML,複方,10,960901,9991231,壽元化學工業股份有限,注射劑,HYDROXOCOBALAMIN+PYRIDOXINE HCL+THIAMINE DISULFIDE,B05XC,
,A011928100,PARMINRIN F.C. TABLETS,百敏寧膜衣錠,0,,複方,0.5,1030401,9991231,井田國際醫藥廠股份有,膜衣錠,CHLORPHENIRAMINE MALEATE+GLYCYRRHIZIC ACID (=GLYCYRRHETINIC ACID GLYCOSIDE)+NIACINAMIDE (=NICOTINAMIDE)+PANTOTHENATE CALCIUM+PYRIDOXINE+RIBOFLAVIN (=VIT B2),R06AB54,
,A011949100,ENTERAN TABLETS ”S.C.”,引得暢錠,0,,單方,0.69,1030701,9991231,健喬信元醫藥生技股份,錠劑,METOCLOPRAMIDE (2HCL MONOHYDRATE),A03FA01,
,A011969100,PINSU TABLETS,賓舒錠,0,,單方,0.37,1091001,9991231,杏林新生製藥股份有限,錠劑,ACETAMINOPHEN (=PARACETAMOL),N02BE01,
,A012000100,TRIANPRES S.C. TABLETS ”N.C.P.”,三降壓糖衣錠,0,,複方,1.07,1110101,9991231,新喜國際企業股份有限,糖衣錠,HYDRALAZINE HCL+HYDROCHLOROTHIAZIDE+RESERPINE,C02LA51,
,A012008100,LISALEN TABLETS ”C.A.”,”長安”力效炎錠,0,,單方,1.89,1030701,9991231,長安化學工業股份有限,錠劑,NALIDIXIC ACID,J01MB02,
,A012050299,GENTACIN INJECTION,健達身注射液,1,ML,單方,1.19,1091001,9991231,信東生技股份有限公司,注射劑,GENTAMICIN (SULFATE),J01GB03,
,A012053212,GENTAMYCIN INJECTION 40MG ”ORIENTAL”,珍保黴素注射液４０公絲,2,ML,單方,13.1,1030701,9991231,東洲化學製藥廠股份有,注射劑,GENTAMICIN (SULFATE),J01GB03,
,A012080100,PURINOL TABLETS,拔痛酸錠,0,,單方,0.99,1030701,9991231,國信藥品股份有限公司,錠劑,ALLOPURINOL,M04AA01,
,A012147100,SULFATRIM TABLETS ”JEN SHENG”,消炎錠,0,,複方,0.9,1030701,9991231,人生製藥股份有限公司,錠劑,SULFAMETHOXAZOLE+TRIMETHOPRIM,J01EE01,
,A012243100,B.H. TABLETS 8MG ”LITA”,庇袪錠８公絲,0,,單方,0.26,1110101,9991231,利達製藥股份有限公司,錠劑,BROMHEXINE HCL,R05CB02,
,A012315100,DICA TABLETS,敵他錠,0,,單方,0.69,1030701,9991231,杏林新生製藥股份有限,錠劑,DEXAMETHASONE,H02AB02,
,A012343100,BUSCIN TABLETS ”Taiten”,”太田”不痙錠,0,,單方,0.96,1030701,9991231,太田藥品股份有限公司,錠劑,BUTYLSCOPOLAMINE BROMIDE (=HYOSCINE BUTYLBROMIDE),A03BB01,
,A012377329,BETTER-INODINE OINTMENT (POVIDONE IODINE) ”WEI-MING”,優碘軟膏（普威隆碘）,10,GM,單方,20.2,981001,9991231,惠民製藥股份有限公司,軟膏劑,IODINE (POVIDONE),D08AG02,
,A012407500,ANTI-GI SUPPOSITORY,千痔康栓劑,0,,複方,7.3,1110101,9991231,回春堂製藥廠股份有限,栓劑,BISMUTH SUBNITRATE (=BISMUTH NITRATE BASIC)+CHLORHEXIDINE ACETATE+ETHYL AMINOBENZOATE (=BENZOCAINE)+GLYCYRRHETIC ACID (=ENOXOLONE)(=GLYCYRRHETINIC+LIDOCAINE+PHENYLEPHRINE HCL,C05AD03,
,A012458100,EURODIN TABLETS 2MG,悠樂丁錠２公絲,0,,單方,1.52,1120401,9991231,臺灣武田藥品工業股份,錠劑,ESTAZOLAM,N05CD04,
,A012472100,BROMHEXIN TABLETS ”GENTLE”,司痰錠,0,,單方,0.23,1080401,9991231,政德製藥股份有限公司,錠劑,BROMHEXINE HCL,R05CB02,
,A012488100,SULININ TABLETS ”K.N.”,”光南”斯理寧錠,0,,單方,0.69,1030701,9991231,光南製藥股份有限公司,錠劑,DEXAMETHASONE,H02AB02,
,A012524100,MINRID TABLETS ”H.S.”,”華興” 敏力錠,0,,單方,0.25,1110101,9991231,華興化學製藥廠股份有,錠劑,BROMPHENIRAMINE MALEATE,R06AB01,
,A012556109,SHECO GRANULES,捨咳顆粒,1,GM,單方,4.6,1120401,9991231,回春堂製藥廠股份有限,內服顆粒劑,BROMHEXINE HCL,R05CB02,
,A012596100,MECOFAN TABLETS ”ASTAR”,滅咳風錠,0,,單方,0.46,1110101,9991231,安星製藥股份有限公司,錠劑,DEXTROMETHORPHAN HBR,R05DA09,
,A012646100,GYNEDOL TABLETS 1MG ”H.L.”,”華琳”蓋寧妥錠1毫克,0,,單方,1.09,1070501,9991231,華琳實業有限公司,錠劑,HALOPERIDOL,N05AD01,
,A012675100,CINNARIZINE TABLETS ”C.T.”,心慮清錠,0,,單方,0.69,1030701,9991231,聯亞藥業股份有限公司,錠劑,CINNARIZINE,N07CA02,
,A012804100,SUPITON TABLETS ”F.B”,”富邦”世鼻通錠,0,,複方,0.6,1001201,9991231,富邦藥品有限公司,錠劑,BELLADONNA EXTRACT+CHLORPHENIRAMINE MALEATE+PSEUDOEPHEDRINE HCL,R01BA51,
,A012807100,OUTINFLAME TABLETS ”H.S.”,”華興”撲炎錠,0,,單方,0.72,1080401,9991231,華興化學製藥廠股份有,錠劑,IBUPROFEN,M01AE01,
